title,"name_in_the_communication_poem(字, 別號, 姓+字, or 姓+名)",notes(other name patterns),zi 字,hao 別號,surname_zi 姓+字,all_surnames
寄和邢子屑孫肖之始春見寄,,,肖之;寄和,,孫肖之,和;孫;邢
寄姑蘇智肱錢塘文捷二上人,,,,,,錢;蘇
寄平江靈岩寺至道和尚二首,,,至道,,,平;和
寄錢塘春遊詩呈南陽郭待制,,,南陽,,,郭;錢;南
寄題商華叔心遠堂用卷中韻,,,心遠;華叔,,,商
寄題天台臨海縣白鶴廟西泉,,,,西泉,,台;白
寄題太和宰趙嘉言勤民二圖,,,太和;嘉言,,趙嘉言,趙;和;宰
寄題太和陳誠之秀才遠明樓,,,太和;誠之,,陳誠之,陳;和
寄題安福彭文昌春風樓二首,,,文昌,,彭文昌,彭;安;昌
寄題宜春使君定叟張兄隠齋,,,君定,,,宜;張
寄題建陽王祖聖朝奉南澗樓,,,祖聖,南澗,,王;祖;南
寄題徐郎中鄱陽高居望雲臺,,,,,,雲;徐;高
寄題蒲傳正學士閬中藏書閣,,,傳正,,蒲傳正,蒲
寄題邵武張漢傑運幹萬卷樓,,,漢傑,,,武;邵;張
寄題龍泉孫大同司戶三桂堂,,,大同,,,桂;孫;龍
寄餘杭全安石段少連二從事,,,,,,連;從;石;杭;安;全;段
審知用由字韻作詩見示次韻,,,,,,
將至嚴州丘平仲忽舟中見過,,,平仲,,,丘;平;仲;嚴
山中上巳宋六成甫見過留飲,,,成甫,,,山;成;宋
山中校書時有田父攜酒見訪,,,,,,田;山;時
山中觀殘菊追懷眉山師伯渾,,,伯渾,,師伯渾,懷;山
岐亭道上見梅花，戲贈季常,,,季常,,,梅;季;常
崇壽印師以詩見惠次韻答之,,,,,,惠;壽;印
己酉亂後寄常州使君姪四首,,,,,,後;常
希道使君見遺古風謹次嚴韻,,,希道,,,古;嚴
平江太守侍郎王公挽詞三首,,,,,,王;公;平
平羌道中望峨眉山慨然有作,,,,,,平;山
廣陵歐陽永叔贈寒林石硯屏,,,永叔,,歐陽永叔,廣;歐陽;石;林
廬陵客館雨霽登樓言懷寄友,,,,,,懷
建昌守朱直伯寄酒小詩爲謝,,,,,,昌;謝;朱
張子公以圓鑑見寄作詩報之,,,子公,,張子公,公;張
待次陛對已再見春感懷成篇,,,,,,懷;成
徐秘校過池上見訪留五絕句,,,,,,池;徐
從禮折花携具見過且賦二詩,,,,,,從
念奴娇 建安饯交代沈公雅,,,公雅,,沈公雅,公;安;沈
慈覺見訪余適渡江歸以寄之,,,,慈覺,,余
懷安光孝寺觀空軒遺圓長老,,,,,,空;安;懷
懷安王宰索得助詩奉題一首,,,,,,懷;王;安;索;宰
懷玉山舊遊寄王彥博徐審知,,,彥博,,,王;懷;山;徐
承甫兄生日用去臘見惠之韻,,,日用;承甫,,,惠
抱拙以三通鼓爲韻見寄次韻,,,,,,
撫州初程夜寄孫溫叟甘叔異,,,叔異;溫叟,,,溫;初;甘;程;孫
撫州試院次韻王元衷上元作,,,,,,王;元
擇之得鹿割鮮見餉以詩爲謝,,,擇之,,,謝;鹿
故舶使知泉州趙公挽詞五首,,,,,,公;趙
昌國秩滿次陳糾祖行韻一首,,,昌國,,,陳;祖;昌;滿
昌甫以詩謝履常見過因和韵,,,履常,,,昌;謝;和;常
春日憶平陽郡博士大雲心兄,,,,,,雲;平
曾郢州携和詩見過次韻謝之,,,,,,謝;和;曾
李九言寺丞知懷安軍金堂縣,,,,,,金;安;懷;李
李大椿伯壽見示寶劍歌答之,,,伯壽,,,李;壽
李師尹以端硯見遺作此謝之,,,師尹,,,謝;李
李池州和韻見寄再賦以答之,,,,,,池;和;李
李漢老見過不及見以詩謝之,,,漢老,,李漢老,謝;李
杭州璘上人以花栽數種見寄,,,,,,杭
枕上作時聞臨海四明皆大水,,,,,,聞;時
栗里華陽窩辭 禮育王塔辭,,,,華陽,,王;栗
梁文靖南安漳巖泉福三帖贊,,,,,,安;梁;南
次吳長文見寄時有衡山之役,,,長文,,吳長文,衡;吳;山;時
次曲江先寄太守劉宜翁五首,,,宜翁,,劉宜翁,宜;翁;劉
次曾司戶見貽之韻併餞其行,,,,,,曾
次李儀中韻送杲上人歸龍安,,,,,,安;李;龍
次李肩吾送安恕父回長沙韻,,,恕父;肩吾,,李肩吾;安恕父,安;沙;李
次通城送季言弟還錫山二首,,,季言,錫山,,山;季
次陳休應烹茗廓然亭見送韵,,,,,,應;陳
次韵七兄青陽驛西阻水見寄,,,,,,
次韵仲車因婁行父見寄之什,,,行父;仲車,,,車;婁;仲
次韵元肅兄見喜知荆州二首,,,,,,元
次韵刁景純學士將至郡見寄,,,景純,,刁景純,景;刁
次韵吳可權題餘干縣白雲亭,,,可權,白雲,吳可權,權;干;雲;吳;白
次韵吳季野題岳上人澄心亭,,,季野,,,吳;季;岳
次韵和吳侍郎謝王陝州寄酒,,,,,,王;吳;和;謝
次韵和宮保龐丞相見貺之作,,,貺之,,,宮;龐;和;相
次韵和運使王密學見貽之作,,,,,,王;和
次韵和酬隠直憶花見寄之作,,,,,,和
次韵唐立夫以日者命狀見寄,,,立夫,,唐立夫,唐
次韵子瞻初到杭州見寄二絕,,,子瞻,,,杭;初
次韵子瞻對月見憶並簡崔度,,,子瞻,,,崔;簡
次韵子雲送兒女至昭亭見寄,,,子雲,,,雲
次韵徐文將至國門見寄二首,,,,,,徐
次韵才仲試院夢中書事見寄,,,才仲,,,仲
次韵斯遠聞蕃移官岳州見寄,,,斯遠,,,聞;岳
次韵柯弟太博見示超化牡丹,,,,,,柯
次韵袁望回見贈兼簡楊德潤,,,德潤,,,袁;楊;簡
次韵酬子功行次白鷺洲見寄,,,子功,,,白
次韵酬桂陽石知監懷鄉見寄,,,,,,桂;懷;石
次韵酬潘庭立儀曹見贈之作,,,,,,潘;曹
次韵酬郭子功行次新林見寄,,,子功,,,郭;林
次韵雷飛卿雪中掉小舟見過,,,飛卿,小舟,,雷
次韻丹霞宗本長老見寄古風,,,,,,宗;古
次韻九華葉見思鶴山書院詩,,,,九華;鶴山,,葉;山
次韻伯瑞見示并懷叔驥和叔,,,和叔;懷叔;伯瑞,,,懷;和
次韻何茂恭重陽前二日見過,,,茂恭,,何茂恭,何
次韻俞掞縣尉見贈釣臺賦梅,,,,,,俞;梅
次韻傅景夏見贈兼簡徐季益,,,景夏;季益,,,徐;季;夏;簡;傅;景
次韻前人和許少卿見懷三首,,,少卿,,,許;懷;和
次韻劉克強寄劉齊莊并見寄,,,克強,,,強;莊;劉;齊
次韻劉英臣早春見過二絕句,,,英臣,,劉英臣,劉
次韻劉貢父李公擇見寄二首,,,公擇;貢父,,李公擇;劉貢父,公;劉;李
次韻吳友直和潘樂閒見寄韻,,,友直,,,吳;樂;和;潘
次韻周昭禮見寄兼約觀園梅,,,昭禮,,周昭禮,周;梅
次韻和吳長文舍人即事見寄,,,長文,,吳長文,吳;和
次韻和國信趙內翰北口見寄,,,,,,趙;和
次韻和馬子虚學士感事見贈,,,子虚,,,馬;和
次韻在伯夏夜獨坐見懷之作,,,,,,夏;懷
次韻士特試谷簾泉見懷之作,,,士特,,,懷;谷
次韻大資節使薛公見貽二首,,,,,,公;薛
次韻子由送家退翁知懷安軍,,,子由;退翁,退翁,家退翁,家;安;翁;懷
次韻宇文伯脩題清溪驛梅花,,,文伯,,,宇文;梅
次韻宇文德蒙春日道中二首,,,文德,,,宇文;蒙
次韻宋尚書山居 見南山亭,,,見南,,,山;宋;南
次韻崔光先見簡作詩催春色,,,,,,崔;簡
次韻庭藻秋懷三絕因以見招,,,,,,懷;秋
次韻張矩臣迪功見示建除體,,,,,,張
次韻徐子美見懷兼簡湯君材,,,子美,,,簡;懷;徐;湯
次韻徐景說見寄併呈牟存叟,,,存叟;景說,,徐景說;牟存叟,徐;景;牟
次韻德麟西糊新成見懷絕句,,,德麟,,,懷;成
次韻志宏秋曉見示古風二首,,,志宏,秋曉,,秋;古
次韻惠梅禪師見寄秋日四首,,,,,,惠;秋;梅
次韻戴文舉陳季陵見索故稿,,,文舉;季陵,,陳季陵;戴文舉,陳;戴;季;索
次韻折樞密題向萍鄉莞爾堂,,,,,,向
次韻擇之進賢道中漫成五首,,,擇之,,,成
次韻擇之金步喜見大江有作,,,擇之;見大,,,步;金
次韻斯遠別後見寄六言四首,,,斯遠,,,別;後
次韻斯遠見夢有作六言二首,,,斯遠,,,
次韻景純将赴襄陽眷戀里第,,,景純,,,景
次韻朱德裕見贈時予病初起,,,德裕,,,初;朱;時
次韻李參政和薛祕書詩見寄,,,,,,薛;和;李
次韻李參政見謝遊龍鶴山詩,,,,鶴山,,謝;山;李;龍
次韻歐陽良有高山仰止四首,,,良有,高山,,仰;山;歐陽;高
次韻沃梅泉見寄併見和鄙韻,,,,,,沃;和;梅
次韻無爲使君尊兄見寄之什,,,,,,
次韻牧菴禪師持公見貽一首,,,牧菴,牧菴,,公;牧
次韻王待制初見虎牙銅柱詩,,,,,,王;初
次韻申伯上杭道中見示二首,,,申伯,,,杭
次韻程給事會稽八詠 邃亭,,,,,,程
次韻程給事會稽八詠 鑑湖,,,,,,程
次韻答致政杜公以加節見寄,,,,,,公;杜
次韻答荆南王君行見寄七首,,,君行,,,王;南
次韻答陳殿丞南塘觀魚見寄,,,,南塘,,陳;魚;南
次韻維心謝沈尚書惠筆一首,,,,,,惠;謝;沈
次韻維心賦次律見一亭二首,,,次律,,,
次韻維心赴次律賞芍藥一首,,,次律,,,
次韻羅正之朝散到臨潁見寄,,,正之,,羅正之,羅
次韻翁古晚見寄就送其之京,,,,,,翁;古
次韻聖和還自京師途中見寄,,,聖和,,,和
次韻臨川傅簿經過道舊之什,,,,,,傅
次韻見可書示二絕併以送行,,,,,,
次韻譙仲甫致政聞南遷見寄,,,仲甫,,譙仲甫,聞;仲;南
次韻趙公直賞心亭醵會古風,,,公直,,,公;趙;古
次韻轉庵用山谷半字韻見寄,,,,轉庵;山谷,,山;谷
次韻郭偉節段廷直見寄二首,,,廷直;偉節,,,郭;段
次韻鄭維心臘月十六日有作,,,,,,鄭
次韻酬張仲思髙郵見寄二首,,,仲思,,,仲;張
次韻酬答陳席慶伯見貽二首,,,伯見,,,陳;席
次韻錢伸仲見貽兼送别二首,,,伸仲,,錢伸仲,仲;錢
次韻鞏憲見示桐柏瀑布之作,,,,,,柏;鞏
次韻韓伯修學士讀楞嚴見寄,,,伯修,,韓伯修,韓;嚴
次韻顧子美見示題曲江畫像,,,子美,,,顧
次韻高要令劉湜峽山寺見寄,,,,,,山;劉;高
次韻鮮于晉伯三月病起二首,,,于晉,,,于;鮮于
次韻鮮于晉伯清明日過水南,,,于晉,,,于;鮮于;南
歐陽從道許寄金橘以詩督之,,,從道,,,許;金;歐陽;從
正月一日送璿維那之新昌乞,,,,,,昌;那
正紀用暮春韻見貽復和三章,,,,,,章;紀;和
歲晏用趙誼父訪雲心韻以寄,,,誼父,,趙誼父,晏;雲;趙
歸次海康登平仙亭次莱公韵,,,,,,公;康;平
歸次湘西元作以詩見迎和之,,,和之,,,元;和
永嘉壁書記携諸公詩卷索語,,,,,,公;索
永興鄭資政鞏縣路逢雪見寄,,,,,,鄭;路;鞏
汝陰送揚州通判廣陵高秘丞,,,,,,廣;陰;高
江山見新知閬州李著作舟至,,,,,,山;李
江道可用前韻見屬再疊謝之,,,道可,,,謝
汪見可教授約諸丈鳳山酌別,,,鳳山,鳳山,,汪;鳳;山;別
沃祥卿和前韻見寄再和答之,,,,,,沃;和
沃祥卿次前韻見寄和以答之,,,寄和,,,沃;和
河南掃松訪古勝寺不遇主僧,,,,,,南;古;松
洛中次韻河南令王子與觀梅,,,子與,,,王;南;梅
洞仙歌 赠宜春官妓赵佛奴,,,,,,宜
深夏忽見柰樹上猶存一顆實,,,,,,夏
淳熙戊申丘壽雋新昌石氏本,,,,,,丘;昌;壽;石
淳熙辛丑自武寧丞攝靖安作,,,,,,武;安;辛;寧
清江引用蘇養直韵示王覺民,,,覺民;養直,,蘇養直,王;養;蘇
满江红 和诸公赏心亭待月,,,,,,公;和
滿江紅 寄鄂州朱使君壽昌,,,君壽,,,滿;昌;朱;壽;鄂;紅
瀘溝橋王昭儀見寄回文次韻,,,,,,王
焦山度書記以詩見寄因次韻,,,,,,焦;山
玉清宫與趙達夫鮮于樞聨句,,,達夫,,,于;鮮于;趙
王周士以幅素圖萬石巖見示,,,周士,石巖,王周士,王;周;石
王太博自浮梁移蒙州作送之,,,,,,王;蒙;梁
瑞巖仰老見和復酬前韻七首,,,,,,仰;和
用月灣咏寄題江儀仲心遠堂,,,儀仲;心遠,,,仲
用謝艮齋韻題歐陽長老墨梅,,,,艮齋,,謝;歐陽;梅
用貢院韻寄當塗吳給事明可,,,明可,,,吳
用陳觀韻寄廣心敦詩兼示陳,,,,,,陳;廣
由當塗回宿齊山用杜牧之韻,,,牧之,,,牧;杜;齊;宿;山
申伯見和佛跡巖詩再次前韻,,,伯見,,,和
申屠御史袖詩來訪和韻以謝,,,,,,申屠;謝;屠;和
留衢州王彥博周欽止徐審知,,,欽止;彥博,,,王;周;徐
留題分宜前山吳隠士白雲亭,,,,白雲,,宜;雲;吳;山;白
直院盧蒲江爲余作壽木怪石,,,,蒲江,,盧;石;余;蒲;壽
眉州披風榭拜東坡先生遺像,,,,,,東
祗答公序相國二兄見寄二首,,,公序,,,公;相
程樞母永嘉郡夫人挽詩二首,,,,,,程
答吳檢詳用饒字韻見寄二首,,,,,,饒;吳
答天甯寺僧宗芑用前韻來見,,,,,,宗
答張給事途中微雪見寄四韻,,,,,,張
答景亳宣徽吳尚書見寄短偈,,,,,,吳;景
答歐陽通直以予年八十見寄,,,,,,歐陽
答連生見寄兼簡同邑胡希元,,,,,,胡;連;元;簡
答郭仲微以予記注見慶之作,,,仲微;慶之,,郭仲微,郭;仲
答陳江州和少游梅花韻見寄,,,少游,,,陳;游;和;梅
簡襄陽令田世德通直求餘材,,,世德,,,田;簡
續東野銅斗歌送平江張都承,,,東野,東野,,東;平;張
置酒北郊外送張真甫還什邡,,,真甫,,張真甫,張
美哉一首送韋城主簿歐陽君,,,,,,歐陽;韋
翁誠之尉慈溪再擬祖送不及,,,誠之,,翁誠之,祖;翁
聞胡邦衡改知泉州復用前韵,,,邦衡,,胡邦衡,胡;衡;聞
臨川絕無佳酒時得一醉戲書,,,得一,,,時
臨川道中悵然有感因作遣情,,,,,,
臨海僧珂公出梅花詩和其韻,,,,,,公;和;梅
自曹還都舟中奉酬子中見寄,,,子中,,,曹
自浦城放船下建安寄龐幾先,,,幾先,,,安;浦;龐
自祁門至進賢路中懷舊二絕,,,,,,路;懷;祁
至上高謁李先甲會淵才德修,,,德修;淵才,,,李;高
至水口聞必欲買舟到懷安縣,,,,,,安;懷;聞
至節日君儀見過誦思猿佳作,,,君儀,,,
與張歷陽追懷從禽之樂因賦,,,,,,從;懷;樂;張
舟中值雨裴刁二君相與見過,,,,,,裴;刁;相
良臣和前韻見貽復次韻二首,,,良臣,,,和
蒙左轄復次韻見寄復賦一首,,,,,,蒙;左
蔡瞻明寺丞有詩見簡次其韻,,,瞻明,,蔡瞻明,蔡;簡
蔡長源以老馬見借駑甚戲作,,,長源,,,馬;蔡
蔣穎叔以廣陵詩見贈次其韵,,,穎叔,,蔣穎叔,廣;蔣
蕭山舍弟將發南都以詩候之,,,,,,蕭;山;南
行簡以曾守韻見貽復和一篇,,,行簡,,,曾;和;簡
見三山翁插山茶花一朵二首,,,,三山,,翁;山
見二十弟倡和花字漫興五首,,,,,,和
見市上有賣海棠者悵然有感,,,,,,
見翰林蘇公馬祖龐翁贊戲書,,,,,,馬;龐;祖;蘇;翁;公;林
訪韋丈叔能於嚴州西溪門外,,,叔能,西溪,,於;能;韋;嚴
試諸葛生筆因書所懷寄諸弟,,,,,,葛;懷;諸葛
謁夢錫見几上粉箋援筆書此,,,夢錫,,,
謁漢昭烈惠陵及諸葛公祠宇,,,,,,惠;葛;公;諸葛
謝孫紫微同郡侯石太尉見訪,,,,紫微,,侯;謝;孫;石
謝宋屯田見示永平録海南編,,,永平,,,宋;田;謝;平;南
謝宜春宰黄時舉惠冬筍二首,,,時舉,,,惠;時;宜;謝;宰;黃
謝康使君見訪示詩觀奕慶之,,,慶之,,,謝;康;奕
謝王元才見惠峨嵋山菩薩石,,,,,,山;惠;王;謝;石;元
謝郟亶秘校見訪於鍾山之廬,,,,,,於;謝;鍾;郟;山
謝陳進士見示詩賦并以爲别,,,,,,陳;謝
譙丈復見貽仍次韻答之二首,,,復見,,,
譙令以眎堰絕句見示次其韻,,,,,,
貴溪道中寄信州夏蒙夫使君,,,蒙夫,,夏蒙夫,夏;蒙
賀新郎 寄辛幼安和見懐韻,,,幼安,,辛幼安,賀;安;辛;和
資中行奉寄臨邛守宇文郎中,,,中行,,,宇文
賦建安林尚能家追遠堂一首,,,,,,家;安;能;林
贈崇仁吳幼清逃儒入老三首,,,,,,吳
贈弟觀之王傳心館數語送行,,,觀之,,,王
贈臨川胡斗文求叢桂書院字,,,,,,胡;桂
贈鄭季洪季洪屢以詩文見示,,,季洪,,鄭季洪,鄭;洪;季
走筆成一篇答徐君先輩見寄,,,成一,,,徐;成
趙虞仲過仙巖以詩見寄答之,,,虞仲,,,虞;趙;仲
趙見獨示所業并詩次韵謝之,,,見獨,,,謝;趙
过秦楼 寿建安使君谢右司,,,,,,秦;安
迴襄陽周奉禮同年因題紙尾,,,,,,周
送保定錢弼違且約相見後行,,,,,,後;錢;相
送吳郎中爲宣州推官知涇縣,,,,,,吳
送周味道秀才東歸見別依韻,,,味道,,,東;周;別
送周架閣以浙東提幹歸平江,,,,,,東;平;周
送宋構朝散知彭州迎侍二親,,,,,,彭;宋
送平江守蔣宣卿奉祠歸宜興,,,宣卿,,蔣宣卿,宜;平;蔣
送懷安林知丞之官仍謝佳句,,,,,,謝;懷;安;林
送才元守廣安軍歸成都覲省,,,,,,廣;安;元;成
送新知永州潘宮贊若沖赴任,,,若沖,,,任;潘;宮
送方岩下黄岩曲江阻風幾溺,,,,,,方;黃
送李仲實官郡學任滿歸餘姚,,,仲實,,李仲實,李;滿;姚;仲;任
送李蒲江歸簡池用高榮州韻,,,,蒲江,,池;李;榮;蒲;高;簡
送永嘉君回至鹿邑東門外作,,,,,,東;鹿;東門
送江寧知府林公修撰十韻律,,,,,,公;寧;林
送池陽張倅奉祠歸清江二首,,,,,,池;張
送湖南張倉解官還建昌九首,,,,,,昌;張;解;南
送溫陵莊君崇班赴長樂都尉,,,君崇,,,溫;莊;樂;班
送王侃主簿棄官歸南城三首,,,,,,王;南
送福州謝學正無疑歸南劍州,,,無疑,,,謝;南
送臨安洪行之次鮮于伯幾韻,,,伯幾;行之,,洪行之,洪;鮮于;于;安
送虔州通判周茂叔對移永州,,,茂叔,,周茂叔,周
送言上人往見徑山老十四韻,,,山老,,,山
送逸禪者歸荆南見無盡居士,,,無盡,無盡,,南
送鄭無欲改官知合江縣二首,,,,,,鄭
送金華黄晉卿之諸暨州判官,,,晉卿,,,金;暨;黃
送陳必强赴宜春理官掾三絕,,,,,,宜;陳
送陳求仁還永嘉兼寄劉孝移,,,求仁,,陳求仁,陳;劉
送雲太虛禪師住台州報恩寺,,,太虛,,,台;雲
送鮮于子駿還朝兼簡范景仁,,,景仁;子駿,,鮮于子駿;范景仁,鮮于;于;簡;景;范
通判蘇君俞見和復次韻答之,,,君俞,,,蘇;和;俞
通守趙侯改倅會稽以詩餞行,,,,,,侯;趙
連日食粥兒輩慍見示之以詩,,,,,,連
遊九頂清音亭次宇文子重韻,,,子重,,,宇文
遊漢嘉明月湖次宇文子重韻,,,子重,月湖,,宇文
遊益公平園懷宜春周宰頌詩,,,,,,懷;宜;公;平;周;宰
遊處州石門洞賦長句二十韵,,,,石門,,石
遊衢州烏石山觀僧房畫山水,,,,,,房;山;烏;石
遊西湖天竺書所見成五絕句,,,,,,竺;成
過南昌以病不入城縱望偶題,,,,,,昌;南
過眉山謁鄉耆宿李八丈提刑,,,,,,宿;山;李
過鄱陽湖先寄洪守唐介待制,,,,,,唐;洪
過餘干懷介庵呈其婿方景嚴,,,景嚴,,,懷;方;嚴;干;景
過高郵飲張才甫家作詩爲别,,,才甫,,張才甫,家;張;高
適蒙折簡見約烹茶再次前韻,,,,,,蒙;簡
避亂柯巖綠坡諸公以詩見寄,,,,,,公;柯
避難東歸依韻和黃秀才見寄,,,,,,東;黃;和
還鞠十二著作見示共城詩卷,,,,,,鞠
都下次韻謝松陽沈術人二首,,,,,,謝;沈;松
都街見緣橦伎感而成詠二闋,,,,,,成
鄭子仁生日用其去臈見壽韻,,,日用;子仁,,鄭子仁,鄭;壽
酬別孫道人存心歸上饒二首,,,道人,存心,孫道人,饒;別;孫
酬君貺和景仁對酒見寄三首,,,君貺;景仁,,,景;和
酬富仲容朝散見贈因以送之,,,仲容,,,容;仲;富
酬湯莘夫用懷孫溫叟韻見貽,,,莘夫;溫叟,,,莘;溫;懷;湯;孫
酬謝司直晦齋寄宋湖州見柬,,,,晦齋,,謝;宋
酬韓持國資政湖上獨酌見贈,,,持國,,韓持國,韓
酬黄都官舟次近坰見寄次韵,,,,,,黃
金陵與張十二傳師賞心亭飲,,,傳師,,,金;張
錢塘過廖次山以詩見贈次韻,,,次山,次山,,山;錢;廖
長卿見過賦美人插花用其韵,,,長卿,,,
陪歐陽少師永叔燕潁州西湖,,,永叔,,,燕;歐陽
陸倅連和三篇見示敬酬其一,,,,,,連;和;陸
雁山章君以江山無盡圖求詩,,,無盡,無盡;雁山,,章;山
雨中入城送趙吉州器之二首,,,器之,,,趙;吉
雨中宿竹林寺謝尉仁父見訪,,,仁父,竹林,,宿;謝;林
雨中湖上晚歸書所見三絕句,,,,,,
雪中以酒送歐陽廣明袁叔明,,,叔明,,,袁;廣;歐陽
雪中檢故書見王深甫書因寄,,,深甫,,王深甫,王
雪峰藏叟過門見訪贈別一首,,,藏叟,,,別
韻莊時然徽州山下見梅三絕,,,,,,莊;山;時;梅
題南昌邑大夫俞君尊公坦庵,,,,坦庵,,昌;公;俞;南
題崇德君所畫雀竹蜩螗圖贊,,,,,,
題彭城南臺寺蘇眉山詩刻後,,,,,,彭;蘇;後;山;南
題松雪臨郭河陽溪山漁樂圖,,,,,,郭;山;樂;松
題清虛庵皇甫真人坦之隠居,,,坦之,虛庵,,皇甫
題福州黄蘗山確禪師息老堂,,,,,,山;黃
題葉山甫見惠古琴走筆以謝,,,山甫,,,惠;葉;謝;山;古
